,conversation_id,date,hashtags,id,likes_count,name,replies_count,retweets_count,time,tweet,user_id,username,tag,target,num_hashtags,time_of_day,month,day,season,compound
1319,1098725562133172224,2019-02-21,"['#depression', '#anxiety', '#ptsd', '#suicide']",1098725562133172224,32,Mental Health America,1,12,1826,",@OneDayAtATime explores #depression, #anxiety, #PTSD, #suicide, substance use, and gender identity in a way that makes its 3rd season the best one yet. ""'One Day At A Time' Season 3 Review: Best Season Yet"": [ http://bit.ly/2NfT5AZ ] via @forbes pic.twitter.com/el2rZxouUg",40894553,mentalhealtham,hashtag_anxiety,1,4,PM,2,Thursday,winter,0.8555
1320,1098701281185521664,2019-02-21,['#anxiety'],1098701787157061632,3,Healthline,0,1,1651,"This quote says it all: “I was 38 with two kids . . . I was scared. What if I failed? By this time, though, I knew what to do when something scared me — face it.""  Yes, you CAN face this. #Anxiety is treatable and there's no shame in asking for help. 🌱",14985126,healthline,hashtag_anxiety,1,1,PM,2,Thursday,winter,-0.8402
1321,1098701281185521664,2019-02-21,['#anxiety'],1098701281185521664,3,Healthline,1,1,1649,"So many people with #anxiety try to hide their struggles. That is, until they no longer can. Parenthood can be a major trigger — and in this case, the much-needed intervention that got this mom back on her feet. 💗  https://www.healthline.com/health/parenting/motherhood-and-anxiety …",14985126,healthline,hashtag_anxiety,1,1,PM,2,Thursday,winter,-0.6597
1322,1098682523306086400,2019-02-21,"['#bloodpressure', '#anxiety', '#depression']",1098682523306086400,4,Icahn School of Medicine at Mount Sinai,0,3,1535,"According to a new study, many drugs, including those commonly used to treat high #BloodPressure, heartburn and #Anxiety can cause #Depression. Dr. Igor Galynker from @MountSinaiPsych shares more: https://bit.ly/2BJnza5 ",1268038951,icahnmountsinai,hashtag_anxiety,1,3,PM,2,Thursday,winter,0.5994
1323,1098674972258529280,2019-02-21,"['#depression', '#anxiety', '#getinspired', '#fitandfearless']",1098674972258529280,76,BBC Get Inspired,3,20,1505,"""Running saved my life""  Author @bellamackie opens up to @thegirlgains on how she used running to help cope after suffering from #depression and #anxiety.  🎧 Listen 👉  http://bbc.in/2SPBCVX  #GetInspired #fitandfearless pic.twitter.com/QgvUpDsLGS",1487653230,bbcgetinspired,hashtag_anxiety,1,4,PM,2,Thursday,winter,0.34
1324,1098671281166266368,2019-02-21,['#anxiety'],1098671281166266368,2,Monica Reinagel,0,1,1450,"#Anxiety about food runs high these days, fueled by a constant stream of headlines on the dangers—both real and imagined—of various dietary choices. But there's a difference between a health hazard and a health risk.  http://ow.ly/WcSb30nFius ",15281287,nutritiondiva,hashtag_anxiety,1,1,PM,2,Thursday,winter,-0.2732
1325,1098658892270178304,2019-02-21,['#anxiety'],1098658892270178307,1,Lori Lite,0,0,1401,RT @drchriscarreira: Ways to help your child cope with separation anxiety.  http://bit.ly/1EMwjnk  #anxiety,68233373,stressfreekids,hashtag_anxiety,1,1,PM,2,Thursday,winter,0.25
1326,1098628700936040448,2019-02-21,['#anxiety'],1098628700936040448,2,Buoy Health,0,0,1201,How can you show you're there for someone with #anxiety? Check out this advice from @PsychToday.  http://ow.ly/yCJX50lMs1p  pic.twitter.com/kKNDK2AnYa,707942936915402752,buoyhealth,hashtag_anxiety,1,1,PM,2,Thursday,winter,0.0
1327,1098614687309148160,2019-02-21,"['#insulin', '#depression', '#anxiety']",1098614687309148162,0,AJMC,0,0,1105,What We're Reading: Importing #Insulin; Teen #Depression and #Anxiety; Gene Editing Guidelines  http://bit.ly/2IoG8WK  pic.twitter.com/1Sw6xCogyt,55647330,ajmc_journal,hashtag_anxiety,1,3,AM,2,Thursday,winter,0.0
1328,1098613814973681664,2019-02-21,"['#anxiety', '#mentalhealth']",1098613814973681666,28,Stephan Spencer,1,11,1101,Passing this on in case someone needs it. #anxiety #mentalhealth https://www.goodnewsnetwork.org/neuroscientists-discover-a-song-that-reduces-anxiety-by-65-listen/ …,663923,sspencer,hashtag_anxiety,1,2,AM,2,Thursday,winter,0.0
1329,1098597459696209920,2019-02-21,"['#teenagers', '#depression', '#anxiety']",1098597459696209920,1,Benita Zahn,0,1,957,#Teenagers Say #Depression and #Anxiety Are Major Issues Among Their Peers  https://nyti.ms/2GxcUTO ,19083189,benitazahn,hashtag_anxiety,1,3,AM,2,Thursday,winter,0.0
1330,1098577504804225024,2019-02-21,['#anxiety'],1098577504804225024,4,Miki,0,1,837,"I remember saying this all of the time when I was a kid. Eventually, I wouldn't say anything at all because it was dismissed by the adults in my life. After dealing with anxiety my entire adult life, I've realized it was #anxiety when I was a child.  http://loveandmarriageblog.com/kids-say-my-stomach-hurts/ …",16952174,mikitakesphotos,hashtag_anxiety,1,1,AM,2,Thursday,winter,-0.1779
1331,1098536853442048000,2019-02-21,"['#anxiety', '#stress']",1098536853442048000,7,Lori Lite,0,1,556,"I enjoyed talking to Better Worldians We discuss how parents can help children decrease stress, lower anxiety, and control anger. #anxiety #stress",68233373,stressfreekids,hashtag_anxiety,1,2,AM,2,Thursday,winter,-0.128
1332,1098515225387720704,2019-02-21,"['#stress', '#stress', '#depression', '#anxiety']",1098515225387720706,4,Henley Africa,0,3,430,"595,000 workers suffered from work-related #stress, depression or anxiety in 2017/18. 57% of all working days lost due to ill health were due to #stress, #depression or #anxiety. Something clearly needs to be done.  By Dr. Caroline Rook for @HenleyBSchool http://bit.ly/2HA2Pa9 ",392550101,henleyafrica,hashtag_anxiety,1,4,AM,2,Thursday,winter,-0.875
1333,1098323529873920000,2019-02-20,"['#anxiety', '#loveyourpetday']",1098323529873920001,4,Ramona Holloway,2,0,1548,"Pets relieve stress. Kids who grow up with them have less #anxiety, higher self esteem and better social skills. Dog owners are 5X more likely to know their neighbors. I know the names of more dogs in my hood than people! #loveyourpetday  https://www.facebook.com/permalink.php?story_fbid=2538505152831770&id=118998364782473 …",101627442,ramonaholloway,hashtag_anxiety,1,2,PM,2,Wednesday,winter,0.4389
1334,1098311146329853952,2019-02-20,"['#anxiety', '#todayfm', '#weekendbreakfast']",1098311146329853957,15,alison curtis 🎙📻⚡️,0,4,1459,Joining me this Sunday on Weekend Breakfast @TodayFM is one of my fav guests @CarolineForan talking about her new podcast #anxiety #todayfm #weekendbreakfast pic.twitter.com/AIUYj1se5o,305109119,alisontodayfm,hashtag_anxiety,1,3,PM,2,Wednesday,winter,0.4588
1335,1098296656410431488,2019-02-20,"['#anxiety', '#accesstowork']",1098296656410431488,1,JCP In NE & Mid Wales,0,0,1401,Are you experiencing #Anxiety about returning to work? #accesstowork is here for you! See Here For Details -  http://ow.ly/pRLI30eMkz3  pic.twitter.com/8jwykDxldR,525329221,jcpinnemidwales,hashtag_anxiety,1,2,PM,2,Wednesday,winter,0.0
1336,1098294548973920256,2019-02-20,"['#tv', '#entrepreneur', '#anxiety']",1098294548973920256,3,Josh Elledge,0,2,1353,"""Are you camera shy? @CherylTan  has some great tips for pitching the media, being comfortable on camera and shooting your own video. Check it out!""  https://goo.gl/km6gLu  #Tv #Entrepreneur #Anxiety  pic.twitter.com/pdhVvrl545",43196616,joshelledge,hashtag_anxiety,1,3,PM,2,Wednesday,winter,0.7712
1337,1098287759788261376,2019-02-20,"['#wednesdaythoughts', '#anxiety', '#worry', '#mentalhealth', '#mind']",1098287759788261376,1,Jorge Luis Lopez Esq,1,1,1326,#wednesdaythoughts RT @dlhampton: What’s the Difference Between Anxiety and Worry?  https://buff.ly/2GG8VRn  #anxiety #worry #mentalhealth #mind…  https://twitter.com/i/web/status/1098287422658486273 …,92677101,lopezgovlaw,hashtag_anxiety,1,5,PM,2,Wednesday,winter,-0.5574
1338,1098281538989498368,2019-02-20,"['#anxiety', '#accesstowork']",1098281538989498368,0,JCP in SE Wales,0,0,1301,Are you experiencing #Anxiety about returning to work? Don't worry as #accesstowork is here for you! For Details -  http://ow.ly/pRLI30eMkz3  pic.twitter.com/HNPnemkZBI,499835354,jcpinsewales,hashtag_anxiety,1,2,PM,2,Wednesday,winter,0.4015
1339,1098275513657786368,2019-02-20,"['#psilocybin', '#depression', '#anxiety']",1098275513657786369,22,Dr. Bronner's,1,13,1237,"""Some small studies suggest that #psilocybin can alleviate obsessive-compulsive disorder, treatment-resistant #depression, end-of-life #anxiety, addiction, cluster headaches, and, yes, relieve pain."" @WIRED https://www.wired.com/story/inside-the-push-to-legalize-magic-mushrooms-for-depression-and-ptsd/?fbclid=IwAR0uR6pqsWZNa5g2zJbMspHYPAQemR4tcLYaLNUMjfplmu7wKhfpCL-IcJc …",102148991,drbronner,hashtag_anxiety,1,3,PM,2,Wednesday,winter,0.3612
1340,1098273680889704448,2019-02-20,['#anxiety'],1098273680889704450,74,Heads Together,2,29,1230,"Many people who suffer from #anxiety attacks will have experienced the lingering, draining feeling that can follow. These 'anxiety hangovers' can last hours or days.  Here are some ideas from @MetroUK on coping with this symptom > https://metro.co.uk/2019/02/13/what-is-an-anxiety-hangover-8609977/ …",720960693097340928,heads_together,hashtag_anxiety,1,1,PM,2,Wednesday,winter,-0.765
1341,1098260242993954816,2019-02-20,"['#talktokids', '#edchat', '#teaching', '#parents', '#anxiety']",1098260242993954817,1,Dr. Robyn Silverman,0,0,1137,Anxiety levels are up for our girls these days. Why? And what can we do about it? I talk to the fabulous @LDamour on #talktokids podcast for tips and scripts to help parents and educators. #edchat #teaching #parents #anxiety  https://drrobynsilverman.com/LDamour_PC ,17795749,drrobyn,hashtag_anxiety,1,5,AM,2,Wednesday,winter,0.6966
1342,1098258604946345984,2019-02-20,"['#anxiety', '#accesstowork']",1098258604946345984,0,JCP in West Wales,0,0,1130,Are you experiencing #Anxiety about returning to work? Don't worry #accesstowork is here for you! For Details -  http://ow.ly/pRLI30eMkz3  pic.twitter.com/QFIKwOn2O2,1252380788,jcpinwestwales,hashtag_anxiety,1,2,AM,2,Wednesday,winter,0.4015
1343,1098257284881399808,2019-02-20,"['#wednesdaywisdom', '#anxiety', '#depression']",1098257284881399808,0,Macmillan's Cancer Information,0,0,1125,"Looking for some #WednesdayWisdom? You may find talking therapies helpful – including counselling, group therapy and CBT.  They're a safe space to explore feelings & worries, including #anxiety & #depression, and find ways of coping.  We have more info ⬇️  https://www.macmillan.org.uk/information-and-support/coping/your-emotions/who-can-help/talking-therapies.html … pic.twitter.com/JhsKNkwxnU",492267652,mac_cancerinfo,hashtag_anxiety,1,3,AM,2,Wednesday,winter,0.4404
1344,1098228392359575552,2019-02-20,"['#anxiety', '#accesstowork']",1098228392359575552,2,JCP In NW Wales,0,0,930,Are you experiencing any #Anxiety about returning to work? Relax #accesstowork is here to help you! For Details -  http://ow.ly/pRLI30eMkz3  pic.twitter.com/CNUysGyew2,1911242132,jcpinnwwales,hashtag_anxiety,1,2,AM,2,Wednesday,winter,0.7088
1345,1098198183858106368,2019-02-20,"['#anxiety', '#accesstowork']",1098198183858106368,1,JCP In Swansea Bay,0,0,730,Are you experiencing #Anxiety about returning to work? #accesstowork is here for you! Find out more -  http://ow.ly/pRLI30eMkz3  pic.twitter.com/G56Wx1eWaW,882332196,jcpinswanseabay,hashtag_anxiety,1,2,AM,2,Wednesday,winter,0.0
1346,1098183109168779264,2019-02-20,"['#anxiety', '#accesstowork', '#mkjobs']",1098183109168779264,0,JCP in Milton Keynes,0,0,630,Are you experiencing #Anxiety about returning to work? #accesstowork is here for you! For Details -  http://ow.ly/pRLI30eMkz3  #MKjobs pic.twitter.com/x9hK0IOEdg,515535441,jcpinmk,hashtag_anxiety,1,3,AM,2,Wednesday,winter,0.0
1347,1098183109164580864,2019-02-20,"['#anxiety', '#accesstowork', '#bucksjobs']",1098183109164580864,0,JCP in Bucks,0,0,630,Are you experiencing #Anxiety about returning to work? #accesstowork is here for you! For Details -  http://ow.ly/pRLI30eMkz3  #BucksJobs pic.twitter.com/JqnXzdhPEQ,592549442,jcpinbucks,hashtag_anxiety,1,3,AM,2,Wednesday,winter,0.0
1348,1098183108694814720,2019-02-20,"['#anxiety', '#accesstowork', '#readingjobs']",1098183108694814721,0,JCP in Reading,0,0,630,Are you experiencing #Anxiety about returning to work? #accesstowork is here for you! For Details -  http://ow.ly/pRLI30eMkz3  #ReadingJobs pic.twitter.com/lGTIDuAB3V,519374522,jcpinreading,hashtag_anxiety,1,3,AM,2,Wednesday,winter,0.0
1349,1098166669350821888,2019-02-20,['#anxiety'],1098166669350821888,10,Jessica Cunningham,5,0,525,Lets talk about #anxiety . Soooo many people suffer with it and don't understand how to get rid of it or feel like it will never leave them.  . . The truth is when you suffer with anxiety…  https://www.instagram.com/p/BuGaPZZgvij/?utm_source=ig_twitter_share&igshid=ej1o7n9ahwl6 …,881162713,theprodigalfox,hashtag_anxiety,1,1,AM,2,Wednesday,winter,-0.4682
1350,1098162097383530496,2019-02-20,"['#anxiety', '#travel', '#wednesdaywisdom']",1098162097383530496,3,Stylist Magazine,0,1,507,"If you suffer with anxiety and struggle with the tube, this map should hopefully make travel much easier  https://buff.ly/2FxLVYe  #anxiety #travel #wednesdaywisdom pic.twitter.com/06bHzgOm88",54203238,stylistmagazine,hashtag_anxiety,1,3,AM,2,Wednesday,winter,-0.25
1351,1098160626587836416,2019-02-20,"['#anxiety', '#children', '#anxietyproblems']",1098160626587836416,1,Lori Lite,0,0,501,RT @ShawnParker2013: Dealing with Fear and Anxiety in Children  http://psy.pub/1SH9hF8  #anxiety #children #anxietyproblems,68233373,stressfreekids,hashtag_anxiety,1,3,AM,2,Wednesday,winter,-0.5994
1352,1098147113823809536,2019-02-20,"['#cat', '#dog', '#olderpeople', '#anxiety', '#depression', '#followers', '#supporters', '#loveyourpetday']",1098147113823809536,30,The Silver Line,1,11,407,"Studies show that caring for an animal such as a #cat or a #dog can help increase #olderpeople's self-confidence, self-esteem, and help reduce #anxiety and #depression.   Wishing all our incredible #followers and #supporters a very Happy #LoveYourPetDay! 😍💙🐶 pic.twitter.com/UnSos8YPZv",625303780,thesilverlineuk,hashtag_anxiety,1,8,AM,2,Wednesday,winter,0.944
1353,1098081080563957760,2019-02-19,"['#mentalhealth', '#keeptalkingmh', '#anxiety', '#worry', '#fear']",1098081080563957761,0,Rachel Thompson: Has a voice. Uses it.,0,0,2345,"8 Successful Mental Habits to Defeat Fear, Worry, and Anxiety  http://ow.ly/NmYP30lw73C  via @Inc #MentalHealth #KeepTalkingMH #Anxiety #Worry #Fear",23487853,rachelintheoc,hashtag_anxiety,1,5,PM,2,Tuesday,winter,-0.7184
1354,1097977879638536192,2019-02-19,['#anxiety'],1097977879638536192,7,💀Dr. Kelly J. Baker (she/her)💀,0,0,1655,"Well, my teeth hurt, so I have been clenching my jaw more than I thought I had.  Ugh #anxiety.  pic.twitter.com/eBGOlxBMM4",347219414,kelly_j_baker,hashtag_anxiety,1,1,PM,2,Tuesday,winter,-0.6249
1355,1097974042492051456,2019-02-19,['#anxiety'],1097974042492051456,12,Matraca Berg,4,1,1639,"If this administration was up to this, they must be stopped. Now. They are compromised beyond belief. These are very dangerous greedy creatures, people..I'm talking Trump and his minions . Follow the money then lock them up soon pleeeeease!?#anxiety  https://twitter.com/dailykos/status/1097972252329631745 …",262471147,matracaberg,hashtag_anxiety,1,1,PM,2,Tuesday,winter,-0.8
1356,1097958286148673536,2019-02-19,"['#vaping', '#anxiety', '#headaches', '#pediatricians', '#juul', '#nicotine', '#addiction']",1097958286148673537,1,Karyn Miller-Medzon,0,0,1537,"With 3 million high school kids #vaping, studies r showing effects ranging from #anxiety 2 #headaches. Now some #pediatricians r recommending parents test their kids. @hereandnow talks 2 doc at @childrensatl on whether/how 2 test  https://wbur.fm/2V90pBk  #juul #nicotine #addiction",26760975,kbmm,hashtag_anxiety,1,7,PM,2,Tuesday,winter,0.0
1357,1097889647873703936,2019-02-19,"['#onthesportingcoach', '#talksport', '#anxiety', '#transition', '#mentalhealth']",1097889647873703936,43,simon church,0,0,1104,"Enjoyed being #onthesportingcoach @talkSPORT with @cotterill_david talking about the difficulties on and off the field coping with anxiety, mental health and transition after our careers not to mention a few stories along the way.  #talksport #anxiety #transition #mentalhealth pic.twitter.com/rH6sku4jPW",59824012,churchy18,hashtag_anxiety,1,5,AM,2,Tuesday,winter,0.1027
1358,1097882251042439168,2019-02-19,"['#elmer', '#autism', '#anxiety']",1097882251042439168,3,The Lowry,0,2,1035,"If you're coming to the relaxed performance of #Elmer this week, you might find our interactive tour useful in helping get familiar wth the building before your visit  http://po.st/CUEagB  #autism #anxiety @roamites",20681790,the_lowry,hashtag_anxiety,1,3,AM,2,Tuesday,winter,0.5994
1359,1097723480219574272,2019-02-19,['#anxiety'],1097723480219574272,3,Hank Stuever,0,1,4,Just the kind of story I love to hear around bedtime. #anxiety  https://twitter.com/AP/status/1097718757819121665 …,37752080,hankstuever,hashtag_anxiety,1,1,AM,2,Tuesday,winter,0.6369
1360,1097639256325906432,2019-02-18,['#anxiety'],1097639256325906432,8,Hit 104.7 Canberra,0,1,1829,How AMAZING was it when our girl @juliamichaels was here a few weeks ago!  Playing her song #Anxiety with @selenagomez NOW 💖  Listen here:  https://www.hit.com.au/canberra   - Gem @XHSMGX pic.twitter.com/pxZM4jWGdn,204660255,hit1047canberra,hashtag_anxiety,1,1,PM,2,Monday,winter,0.7667
1361,1097594607511187456,2019-02-18,"['#cbdoil', '#anxiety']",1097594607511187458,7,Stylist Magazine,1,3,1532,“I tried using CBD oil to ease my anxiety – and this is what happened next”  https://buff.ly/2QunxZq  #CBDOil #Anxiety  pic.twitter.com/SDQ8qEMZzh,54203238,stylistmagazine,hashtag_anxiety,1,2,PM,2,Monday,winter,0.2023
1362,1097575709667741696,2019-02-18,"['#relationships', '#survivor', '#anxiety', '#childabuse']",1097575709667741696,8,Rachel Thompson: Has a voice. Uses it.,2,5,1416,"""As a trauma survivor heals, we also gain a maturity and an understanding that not everyone is equipped to be in our lives.""  https://goo.gl/9JBsZv  #Relationships #Survivor #Anxiety #ChildAbuse pic.twitter.com/K6eJSabrDa",23487853,rachelintheoc,hashtag_anxiety,1,4,PM,2,Monday,winter,0.4767
1363,1097555976453005312,2019-02-18,"['#books', '#anxiety', '#ptsd']",1097555976453005313,4,Rachel Thompson: Has a voice. Uses it.,0,4,1258,Could You Be Clinically Depressed And Not Know? I Was  https://goo.gl/xLTisj  #Books #Anxiety #PTSD pic.twitter.com/T5VbRlr0JU,23487853,rachelintheoc,hashtag_anxiety,1,3,PM,2,Monday,winter,-0.5106
1364,1097541503788945408,2019-02-18,['#anxiety'],1097541503788945408,36,Mental Health America,0,15,1201,"Parents can help children gain a sense of personal control by talking openly about violence and personal safety. Children, in particular, may experience #anxiety, fear, and a sense of personal risk.",40894553,mentalhealtham,hashtag_anxiety,1,1,PM,2,Monday,winter,-0.128
1365,1097535217831694336,2019-02-18,"['#anxiety', '#careeradvice', '#techblog']",1097535217831694337,3,Lucidchart,0,1,1136,"A member of our quality assurance team shares how anxiety can lead to career strength as a tester, and how career strengths can help manage anxiety. Check out her story:  https://buff.ly/2tmbOlp  #Anxiety #CareerAdvice #TechBlog pic.twitter.com/NA3y4KMk2n",66383448,lucidchart,hashtag_anxiety,1,3,AM,2,Monday,winter,0.8689
1366,1097533025271857152,2019-02-18,"['#neuroscientists', '#brain', '#anxiety', '#mentalhealth']",1097533025271857152,10,Boehringer Ingelheim,0,4,1127,"#neuroscientists find stimulating part of the #brain induces smiles, laughter and reduces #anxiety. New research helping us to understand #mentalhealth disorders. Learn more about the brain here:  https://bit.ly/2WZNEdT  https://twitter.com/NIHDirector/status/1095370971970748422 …",17437735,boehringer,hashtag_anxiety,1,4,AM,2,Monday,winter,0.886
1367,1097503551377551360,2019-02-18,"['#teacher', '#anxiety']",1097503551377551360,0,UKCP,0,0,930,Nearly half of qualified teachers say their job has caused them to have panic attacks or anxiety. Read more in the @Independent:  http://ow.ly/VBMw30nJQYf  #Teacher #Anxiety,183236010,ukcp_updates,hashtag_anxiety,1,2,AM,2,Monday,winter,-0.7845
1368,1097502461336666112,2019-02-18,"['#pain', '#anxiety', '#neuropathic', '#research']",1097502461336666112,8,UPF Barcelona,0,2,925,A sociable personality attenuates neuropathic #pain and #anxiety intensifies it. Study in mice may help understand some of the mechanisms that explain the variability of the manifestations of #neuropathic pain according to personality traits.  https://www.upf.edu/home/-/asset_publisher/YJZ7PeiKgUZV/content/id/222296173/maximized#.XGq-IaL0nRY … #research pic.twitter.com/LYQuFPFvXs,241191056,upfbarcelona,hashtag_anxiety,1,4,AM,2,Monday,winter,0.3182
1369,1097499983538999296,2019-02-18,"['#cbdoil', '#anxiety', '#mentalhealth']",1097499983538999298,3,Stylist Magazine,0,0,916,"Cannabidiol, one of the many active ingredients found in cannabis, is said to be a natural alleviant for anxiety – but does it really work?   https://buff.ly/2QunxZq  #CBDoil #Anxiety #MentalHealth pic.twitter.com/xY9eoXx8Jw",54203238,stylistmagazine,hashtag_anxiety,1,3,AM,2,Monday,winter,0.3071
1370,1097459232344035328,2019-02-18,"['#anxiety', '#mentalhealth']",1097459232344035328,3,Lydia Smith,0,2,634,"""Simply being aware that others are sleeping soundly can lead to a sense of isolation and worsen anxiety."" My piece for @patient on why #anxiety can strike worse at night and how to cope with it #mentalhealth https://patient.info/news-and-features/why-anxiety-at-night-can-be-worse-than-during-the-day …",508838775,lyd_carolina,hashtag_anxiety,1,2,AM,2,Monday,winter,-0.8625
1371,1097437591186616320,2019-02-18,"['#phobia', '#anxiety', '#addiction', '#ocd']",1097437591186616320,129,TheSpeakmans,10,11,508,"Join us today from 10.30am @thismorning Meet Lucy who is crippled by pendulophobia a fear of anything that swings from lights, washing lines, skirts & trees & then we’ll be taking your calls & would love to hear from you if you need our help x #phobia #anxiety #addiction #OCD pic.twitter.com/0Xnhja8iB0",34995524,the_speakmans,hashtag_anxiety,1,4,AM,2,Monday,winter,0.7096
1372,1097383247804125184,2019-02-18,"['#depression', '#anxiety', '#mentalhealth']",1097383247804125185,10,Travis Lupick,0,3,132,"""What really causes #depression and #anxiety – and how can we really solve them?...Award winning journalist @johannhari101 [discusses] his recent 40,000-mile journey across the world...""  https://youtu.be/0y7cBicUg3w  1-hour video on Johann's new book, ""Lost Connections."" #mentalhealth",17058103,tlupick,hashtag_anxiety,1,3,AM,2,Monday,winter,0.5356
1373,1097343800702205952,2019-02-17,"['#anxiety', '#mentalhealth', '#video']",1097343800702205952,9,Shelly Martinez,0,2,2255,Just uploaded a NEW VIDEO to my channel...  #anxiety #mentalhealth #video https://youtu.be/14SG7y66y5I ,23636324,shellyfromcali,hashtag_anxiety,1,3,PM,2,Sunday,winter,0.0
1374,1097258151479599104,2019-02-17,"['#kent', '#mentalhealth', '#depression', '#anxiety']",1097258151479599105,10,Kent County Council,1,10,1715,"Are you feeling the pressure? Release the Pressure are there for you to contact. Whether you just want a chat or some help and advice, you don't have to suffer in silence. Contact on freephone 0800 107 0160 or  http://bit.ly/2DhVZ4W . #Kent #mentalhealth #depression #anxiety  pic.twitter.com/MGVQr6D2zV",26767334,kent_cc,hashtag_anxiety,1,4,PM,2,Sunday,winter,0.4497
1375,1097258112128610304,2019-02-17,"['#keeptalkingmh', '#mentalhealth', '#depression', '#bipolar', '#anxiety']",1097258112128610306,6,"Rebecca Lombardo - Author, Advocate, Podcaster",0,1,1714,"If you've recently reached out to me via email, I will get back to you tomorrow. I'm exhausted today and taking the day off. Thanks for understanding.  #KeepTalkingMH #mentalhealth #depression #bipolar #anxiety",2553485468,bekalombardo,hashtag_anxiety,1,5,PM,2,Sunday,winter,0.2023
1376,1097224257300545536,2019-02-17,"['#anxiety', '#careeradvice', '#sundaythoughts']",1097224257300545540,3,Stylist Magazine,0,1,1500,"""This is why my quarter life crisis was the best thing that ever happened for my career”  https://buff.ly/2BJXjwr  #Anxiety #careeradvice #SundayThoughts pic.twitter.com/e03qlZ7eE3",54203238,stylistmagazine,hashtag_anxiety,1,3,PM,2,Sunday,winter,0.0258
1377,1097126053087272960,2019-02-17,"['#anxiety', '#accesstowork']",1097126053087272961,2,JCP in West London,0,1,830,Are you experiencing #Anxiety about returning to work? #AccesstoWork is here for you! For Details -  http://ow.ly/pRLI30eMkz3  pic.twitter.com/j0BduM6HOP,114428324,jcpinwestlondon,hashtag_anxiety,1,2,AM,2,Sunday,winter,0.0
1378,1097005529656897536,2019-02-17,"['#icymi', '#podcast', '#keeptalkingmh', '#mentalhealth', '#depression', '#bipolar', '#anxiety', '#mentalillness', '#adhd', '#ptsd']",1097005529656897536,1,"Rebecca Lombardo - Author, Advocate, Podcaster",0,0,31,#ICYMI - here's the direct link to our #podcast from this morning with @ItsBrentLyles   We hope you'll check it out!   http://tobtr.com/s/11191667  #KeepTalkingMH #mentalhealth #depression #bipolar #anxiety #mentalillness #ADHD #PTSD,2553485468,bekalombardo,hashtag_anxiety,1,10,AM,2,Sunday,winter,0.4926
1379,1096892046756007936,2019-02-16,['#anxiety'],1096892046756007936,58,SANE,4,27,1700,What does mental illness look like to you? @jigetty perfectly captures how #anxiety can hit you from the back at any time.  pic.twitter.com/5lh9tn2p2s,115117283,charitysane,hashtag_anxiety,1,1,PM,2,Saturday,winter,0.6124
1380,1096868927911604224,2019-02-16,['#anxiety'],1096868927911604224,13,Arvind Ethan David,0,1,1528,"Dreamt I was taking over from @Lin_Manuel in @HamiltonMusical - not an #anxiety dream, exactly, but I spent a lot of it in the toilet.",27511752,arvd,hashtag_anxiety,1,1,PM,2,Saturday,winter,-0.0951
1381,1096857419576160256,2019-02-16,"['#mentalhealth', '#bipolar', '#schizophrenia', '#addiction', '#depression', '#anxiety', '#cancer', '#diabetes']",1096857419576160258,398,Mia St. John,20,105,1442,Help my daughter @TheStJohnFamily & I continue our fight 4 our boys @kristoffstjohn1 & @TheArtofJulian Keep demanding better #MentalHealth care🎗Educate #Bipolar #Schizophrenia #Addiction #Depression #Anxiety All illness’s & deserve equal care 2 those w/ #Cancer #Diabetes etc... pic.twitter.com/6oSpw1G36i,42085971,miastjohnboxer,hashtag_anxiety,1,8,PM,2,Saturday,winter,0.6486
1382,1096813490046554112,2019-02-16,"['#anxiety', '#latb52']",1096813490046554112,3,Amanda Morin,0,1,1148,“Childhood #anxiety is sneaky. It doesn’t always look like worry.” @katiefhurley #LATB52 pic.twitter.com/2VFp5MhF3I,16467378,amandamorin,hashtag_anxiety,1,2,AM,2,Saturday,winter,0.1531
1383,1096793580276981760,2019-02-16,"['#bujo', '#bulletjournal', '#anxiety']",1096793580276981760,9,Stylist Magazine,0,0,1029,Could starting a bullet journal ease your anxiety?   https://buff.ly/2Djn0BR  #BuJo #bulletjournal #anxiety  pic.twitter.com/7Id8c4fcN3,54203238,stylistmagazine,hashtag_anxiety,1,3,AM,2,Saturday,winter,0.2023
1384,1096751802194763776,2019-02-16,['#anxiety'],1096751802194763777,3,Mount Sinai Health System,0,1,743,Dr. James Murrough from @MountSinaiPsych shares his perspective on the shortage of the anti-#anxiety drug buspirone:  https://bit.ly/2E81wLT ,54641489,mountsinainyc,hashtag_anxiety,1,1,AM,2,Saturday,winter,0.0516
1385,1096736307873755136,2019-02-16,"['#podcast', '#keeptalkingmh', '#mentalhealth', '#depression', '#bipolar', '#anxiety', '#mentalillness', '#adhd', '#ptsd']",1096736307873755141,2,"Rebecca Lombardo - Author, Advocate, Podcaster",0,0,641,Join us today LIVE!  Here's the direct link to our #podcast today at 11am EST. We're featuring @ItsBrentLyles  http://tobtr.com/s/11191667   Call us at 347-989-0126  #KeepTalkingMH #mentalhealth #depression #bipolar #anxiety #mentalillness #ADHD #PTSD,2553485468,bekalombardo,hashtag_anxiety,1,9,AM,2,Saturday,winter,0.3595
