,conversation_id,date,hashtags,id,likes_count,name,replies_count,retweets_count,time,tweet,user_id,username,target,tag,num_hashtags,time_of_day,month,day,season,compound
298,1127688292454080512,2019-05-12,"['#happymothersday', '#love', '#happiness']",1127688292454080512,75,Jenni Pulos,3,1,1733,"Happy Mother’s Day. Moms and Grandmas, Aunts, Sisters, Cousins, Families and Friends across the world sending you hugs and love ❤️ #happymothersday #love #happiness  https://www.instagram.com/p/BxYLHb2HGxT/?utm_source=ig_twitter_share&igshid=oecg0shpz7se …",46042404,jennipulos,0,hashtag_happiness,3,PM,5,Sunday,spring,0.9349
299,1127675778362114048,2019-05-12,"['#mom', '#mothersday', '#blessed', '#happiness', '#love', '#goodvibes', '#instagood', '#family']",1127675778362114048,8,robin singh,0,1,1643,I don’t feel I say this enough but I love you mama. Happy Mother’s Day ❤️. . . #mom #mothersday #blessed #happiness #love #goodvibes #instagood #family @ Vieux-Nice  https://www.instagram.com/robin_singh_23/p/BxYFa7HJh1T/?utm_source=ig_twitter_share&igshid=1c744rpywn7w0 …,936292405,robin_singh_23,0,hashtag_happiness,8,PM,5,Sunday,spring,0.9161
300,1127668792455311360,2019-05-12,"['#positive', '#strength', '#quote', '#success', '#happiness']",1127668792455311360,12,Real Marsha Wright® | Top 5 Marketing Influencer,0,6,1616,"Your mind will bloom with positivity, surround yourself with all things #positive! ☀️✨😄 #strength #quote #success #happiness  pic.twitter.com/Zk76W9alJz",61608747,marshawright,0,hashtag_happiness,5,PM,5,Sunday,spring,0.5562
301,1127665503709929472,2019-05-12,"['#versailles', '#garden', '#nature', '#versaillesgardens', '#france', '#family', '#incredible', '#naturephotography', '#photography', '#happiness', '#freshair']",1127665503709929474,5,Lorraine Ziff,0,2,1603,Versailles Gardens wee incredible! #versailles #garden #nature #versaillesgardens #france #family #incredible #naturephotography #photography #happiness #freshair @larryziff @azcane12 @ncane12 pic.twitter.com/bprT7FD3N4,416536319,lorraineziff,0,hashtag_happiness,11,PM,5,Sunday,spring,0.0
302,1127665402006396928,2019-05-12,"['#versailles', '#garden', '#nature', '#versaillesgardens', '#france', '#family', '#incredible', '#naturephotography', '#photography', '#happiness', '#freshair']",1127665402006396928,1,Lorraine Ziff,0,1,1602,Versailles Gardens wee incredible! #versailles #garden #nature #versaillesgardens #france #family #incredible #naturephotography #photography #happiness #freshair larryziff  azcane12 ncane12  https://www.instagram.com/lorraineziff/p/BxYAtjTAXuf/?igshid=a1qpv94ifeyr …,416536319,lorraineziff,0,hashtag_happiness,11,PM,5,Sunday,spring,0.0
303,1127665247798661120,2019-05-12,"['#worklifebalance', '#stress', '#happiness']",1127665247798661126,0,Ilyce Glink,0,0,1602,Is it really possible for employees to be happy even if they’re underpaid and stressed out? #worklifebalance #stress #happiness  https://bit.ly/2VSppkk  from @SHRM,14468282,glink,0,hashtag_happiness,3,PM,5,Sunday,spring,0.3182
304,1127661125309468672,2019-05-12,"['#architecture', '#arcdetriomphe', '#paris', '#france', '#photography', '#photoshoot', '#happiness', '#livelife']",1127661125309468673,3,Lorraine Ziff,1,2,1545,Photobombed (on purpose) by the famous Arc de Triomphe. Magnificent! #architecture #arcdetriomphe #paris #france #photography #photoshoot #happiness #livelife pic.twitter.com/DnNJQ9m6hS,416536319,lorraineziff,0,hashtag_happiness,8,PM,5,Sunday,spring,0.636
305,1127660897919389696,2019-05-12,"['#architecture', '#arcdetriomphe', '#paris', '#france', '#photography', '#photoshoot', '#happiness', '#livelife']",1127660897919389696,2,Lorraine Ziff,0,1,1544,Photobombed (on purpose) by the famous Arc de Triomphe. Magnificent! #architecture #arcdetriomphe #paris #france #photography #photoshoot #happiness #livelife  https://www.instagram.com/lorraineziff/p/BxX-qdaghxC/?igshid=198g24kfpeqel …,416536319,lorraineziff,0,hashtag_happiness,8,PM,5,Sunday,spring,0.636
306,1127636694642176000,2019-05-12,"['#positivepsychology', '#wellbeing', '#happiness', '#3principles', '#flourishing', '#life', '#mentalhealth']",1127636694642176002,7,Andy Cope,1,1,1408,"Proper psychologists, look away now. This book is for ABSOLUTELY EVERYONE ELSE  https://www.amazon.co.uk/Little-Book-Being-Brilliant/dp/0857087975/ref=sr_1_5?keywords=andy+cope&qid=1557683994&s=gateway&sr=8-5 … @factsionary @PsychToday #PositivePsychology #Wellbeing #Happiness #3Principles #Flourishing #Life #MentalHealth pic.twitter.com/g0GQpRCP6v",254613042,beingbrilliant,0,hashtag_happiness,7,PM,5,Sunday,spring,0.0
307,1127634720291000320,2019-05-12,"['#happiness', '#trust', '#tedx']",1127634720291000320,3,UL,0,0,1400,"""Trust is to #happiness as a muscle is to health. What can we do to strenghten that #trust muscle in all of us?"" asks UL's Christian Anschuetz during a recent #TEDx talk.  http://bit.ly/2vm3bYV . pic.twitter.com/vaGY3HzwzW",441247273,uldialogue,0,hashtag_happiness,3,PM,5,Sunday,spring,0.5106
308,1127632061064466432,2019-05-12,"['#restaurant', '#paris', '#finedining', '#guysavoy', '#monnaiedeparis', '#finedining', '#france', '#food', '#foodpic', '#chef', '#cuisine', '#michelinstar', '#gastronomy', '#happiness']",1127632061064466434,43,Guy Savoy,0,6,1350,"Tender pineapple with cinnamon leaves, with crisp corn #Restaurant Guy Savoy #Paris #finedining +33 1 43 80 40 61  http://www.guysavoy.com  #guysavoy #MonnaiedeParis #finedining #France #food #foodpic #chef #cuisine #michelinstar #gastronomy #happiness  pic.twitter.com/dCaF64zvd0",148431215,guysavoy,0,hashtag_happiness,14,PM,5,Sunday,spring,0.0
309,1127630345019559936,2019-05-12,"['#loveforever', '#woman', '#blacklove', '#happiness', '#imbackhome', '#wife', '#husband', '#king', '#queen']",1127630345019559937,25,Tray Chaney,0,1,1343,Just landed in ATL can’t keep my hands off my QUEEN my WIFE #LoveForever this #WOMAN is everything #blacklove #happiness #ImBackHome #Wife #Husband #King #Queen pic.twitter.com/fYtDgmmf5o,22433978,traychaney,0,hashtag_happiness,9,PM,5,Sunday,spring,0.0
310,1127626382799003648,2019-05-12,"['#faith', '#gratitude', '#silverlining', '#happiness', '#growth', '#journeyhome']",1127626382799003648,98,Radhanath Swami,2,20,1327,"In life, when things don’t go according to plan, have faith that better things are yet to come #faith #gratitude #silverlining #happiness #growth #journeyhome  http://bit.ly/2YpQJUm  pic.twitter.com/0grP6jVuDp",92914986,radhanathswami,0,hashtag_happiness,6,PM,5,Sunday,spring,0.6908
311,1127617044650717184,2019-05-12,"['#healthy', '#happiness', '#run', '#fitness', '#livelife', '#lovelife', '#sunday', '#wknd', '#nomakeup', '#nofilter', '#reallife']",1127617044650717184,58,Jo Kwon,14,4,1250,"Sunday RUNday 🏃🏻‍♀️! After six, I got my fix! Time to enjoy the rest of my Sunday!   #healthy #happiness #run #fitness #livelife #lovelife #sunday #wknd #nomakeup #nofilter #reallife pic.twitter.com/CbwUWzXBqc",50001535,jo_kwon,0,hashtag_happiness,11,PM,5,Sunday,spring,0.6219
312,1127599375138447360,2019-05-12,"['#love', '#happiness', '#health', '#happymothersday']",1127599375138447362,9,Marco Lopez,0,3,1140,"Happy Mother's Day!  May you enjoy your day with #love, #happiness and #health.  #HappyMothersDay pic.twitter.com/ZrHhv189Dw",3118833259,1marcolopez,0,hashtag_happiness,4,AM,5,Sunday,spring,0.8016
313,1127586301224587264,2019-05-12,"['#mindfulness', '#happiness']",1127586301224587264,19,Bruce Van Horn,0,4,1048,Stressed or sad? Here's a tip that can change your mood in under 5 min. #mindfulness #happiness  pic.twitter.com/knHIIXpaB3,57497901,brucevh,0,hashtag_happiness,2,AM,5,Sunday,spring,-0.6705
314,1127586065521336320,2019-05-12,"['#nepal', '#workmode', '#lovedance', '#happiness', '#event', '#dancingmakesmehappy', '#bling', '#glam', '#stylediaries', '#shine']",1127586065521336320,171,Shamita Shetty,15,10,1047,Show ready 🎀 Hair by: @ashisbogi  #nepal #workmode #lovedance #happiness #event #dancingmakesmehappy #bling #glam #stylediaries #shine @bethetribe pic.twitter.com/FRQQ8exL1q,3251305220,shamitashetty,0,hashtag_happiness,10,AM,5,Sunday,spring,0.3612
315,1127566965554536448,2019-05-12,"['#love', '#peace', '#honor', '#happiness', '#joy', '#poly', '#growth', '#understanding', '#union', '#amazing', '#goddess', '#queen', '#worship']",1127566965554536448,0,Ray Edwards Jr,0,0,931,So true seshata_rose #love #peace #honor #happiness #joy #poly #growth #understanding #union #amazing #goddess #queen #worship  https://www.instagram.com/p/BxXT8IYnRwo/?utm_source=ig_twitter_share&igshid=1j76lcoq39ijk …,132316838,ray_edwards,0,hashtag_happiness,13,AM,5,Sunday,spring,0.4754
316,1127516789120937984,2019-05-12,"['#life', '#success', '#happiness', '#positive', '#quote']",1127516789120937984,9,Real Marsha Wright® | Top 5 Marketing Influencer,0,4,612,Create your moments and keep on creating 🌟 #life #success #happiness #positive #quote pic.twitter.com/7wd9jy5oZo,61608747,marshawright,0,hashtag_happiness,5,AM,5,Sunday,spring,0.5106
317,1127498751248146432,2019-05-12,"['#happiness', '#health', '#wellbeing']",1127498751248146433,3,Dr (sometimes but not always) Happy,0,0,500,Get. More. Sleep. #happiness #health #wellbeing http://ow.ly/OSLW30oHTx9 ,42837353,drhappy,0,hashtag_happiness,3,AM,5,Sunday,spring,0.0
318,1127481528332668928,2019-05-12,"['#i', '#ishakoppikar', '#motherdaughter', '#mothersday', '#happiness', '#love']",1127481528332668929,197,Isha Koppikar,5,11,351,Thank you Rianna for making me your mother. It’s a feeling I can’t express in words. You are my best gift and what better way to celebrate Mother’s Day than by doing what you love the most - cooking ❤️❤️ #I❤️Rianna #ishaKoppikar #motherdaughter #mothersday #happiness #love pic.twitter.com/Mr6IZUX7RP,108235614,ishakonnects,0,hashtag_happiness,6,AM,5,Sunday,spring,0.9678
319,1127478175557136384,2019-05-12,"['#tolerance', '#happiness', '#yearoftolerance', '#mofuae']",1127478175557136384,8,Ministry of Finance,1,1,338,"#Tolerance encourages people to respect others’ opinions, embrace the differences and help each other through their challenging times, which leads to ultimate #happiness #YearofTolerance #MOFUAE pic.twitter.com/FTHlfz63UA",335190237,mofuae,0,hashtag_happiness,4,AM,5,Sunday,spring,0.891
320,1127477904420552704,2019-05-12,"['#business', '#residence', '#city', '#happiness', '#dubaisouth', '#industries', '#diversity', '#dubai', '#uae']",1127477904420552705,4,Dubai South,0,1,337,"Be it #business or #residence, choose to be in the #city designed for #happiness! #DubaiSouth is equipped to accommodate every business, in all #industries. We welcome #diversity. We welcome YOU.  Contact us for inquires: business.park@dubaisouth.ae or 800-76884 . . #Dubai #UAE pic.twitter.com/CDhbnBgFqG",2855250931,dubai_south,0,hashtag_happiness,9,AM,5,Sunday,spring,0.7424
321,1127451125525942272,2019-05-12,"['#seattle', '#boating', '#boatinglife', '#happiness', '#bikinis', '#dogsonboats', '#lakewashington', '#andrewsbay', '#funinthesun', '#sunglasses', '#deannaapproved']",1127451125525942272,0,Deanna Cruz,0,0,151,Your soul too needs a ‘Spring Cleaning’ 🧹🧽 🌊🚤|| #seattle #boating #boatinglife #happiness #bikinis #dogsonboats #lakewashington #andrewsbay #funinthesun #sunglasses #deannaapproved — at Lake Washington  https://www.facebook.com/1307540829/posts/10219329712776049/ …,20459890,deannacruz,0,hashtag_happiness,11,AM,5,Sunday,spring,0.0
322,1127450132738334720,2019-05-12,"['#happiness', '#mothersday']",1127450132738334720,52,Sri Sri University,2,22,147,"She is love personified and an epitome of grace, care and sacrifice. She deserves the world of #happiness. You are because she is! #MothersDay pic.twitter.com/wUMpi37YUX",163455033,srisriu,0,hashtag_happiness,2,AM,5,Sunday,spring,0.8883
323,1127448849956724736,2019-05-12,"['#seattle', '#boating', '#boatinglife', '#happiness', '#bikinis', '#dogsonboats', '#lakewashington', '#andrewsbay', '#funinthesun', '#sunglasses', '#deannaapproved']",1127448849956724736,0,Deanna Cruz,0,0,142,Your soul too needs a ‘Spring Cleaning’ 🧹🧽 🌊🚤|| #seattle #boating #boatinglife #happiness #bikinis #dogsonboats #lakewashington #andrewsbay #funinthesun #sunglasses #deannaapproved @ Lake Washington  https://www.instagram.com/p/BxWeOdwnQHu/?igshid=q4g9b2kms4zj …,20459890,deannacruz,0,hashtag_happiness,11,AM,5,Sunday,spring,0.0
324,1127438298610323456,2019-05-12,"['#mothersday', '#mindfulness', '#wellness', '#heartfulness', '#compassion', '#happiness', '#lifestyle']",1127438298610323457,103,Heartfulness,1,27,100,"Unconditional, unwavering, infinite - a mother loves with all her heart. Today, and every day, let’s do right by her love by living good. Happy Mother’s Day!  #MothersDay #mindfulness #wellness #heartfulness #compassion #happiness #lifestyle pic.twitter.com/Jjq8aXHKgn",2999665362,heartful_ness,0,hashtag_happiness,7,AM,5,Sunday,spring,0.9412
325,1127399921408147456,2019-05-11,"['#happiness', '#wellness', '#leadership', '#mindfulness', '#yoga', '#meditation']",1127399921408147457,47,Radhanath Swami,0,6,2227,Day retreat with Radhanath Swami @bhakticenter #happiness #wellness #leadership #mindfulness #yoga #meditation  http://bit.ly/2Q2bAui  pic.twitter.com/F58C5G8nmR,92914986,radhanathswami,0,hashtag_happiness,6,PM,5,Saturday,spring,0.2023
326,1127378092685713408,2019-05-11,"['#family', '#goodtimes', '#chinese', '#gracious', '#delicious', '#happiness', '#paris', '#france']",1127378092685713409,1,Lorraine Ziff,0,1,2100,Lovely dinner tonight with family 😊❤️ @larryziff @azcane12 @ncane12 #family #goodtimes #chinese @restaurant_taokan #gracious #delicious #happiness #paris #france pic.twitter.com/cxm9qpyJWp,416536319,lorraineziff,0,hashtag_happiness,8,PM,5,Saturday,spring,0.5859
327,1127377581437857792,2019-05-11,"['#family', '#goodtimes', '#chinese', '#gracious', '#delicious', '#happiness', '#paris', '#france']",1127377581437857797,0,Lorraine Ziff,0,0,2058,Lovely dinner tonight with family 😊❤️ larryziff azcane12 ncane12 #family #goodtimes #chinese restaurant_taokan #gracious #delicious #happiness #paris #france  https://www.instagram.com/lorraineziff/p/BxV90VmgMUn/?igshid=1ubgwfmwck4u6 …,416536319,lorraineziff,0,hashtag_happiness,8,PM,5,Saturday,spring,0.5859
328,1127337319327887360,2019-05-11,"['#favoriteflower', '#joy', '#happiness']",1127337319327887360,22,J A N I E,1,1,1818,ROSES in my neighborhood!!!!! Wanted to share the beauty with you. #favoriteflower #joy #happiness  pic.twitter.com/YBjQQiGOcG,82375422,janiebryant,0,hashtag_happiness,3,PM,5,Saturday,spring,0.8002
329,1127330464644173824,2019-05-11,"['#mothersday', '#ducklings', '#love', '#mom', '#happiness', '#family', '#runningtofreedom', '#strausberg', '#straussee']",1127330464644173824,12,Uta Pippig,1,1,1751,"Happy Mother’s Day. ...everybody is nice to Mommy. You too, little Donald... 🦆💛Thinking of Mom. ❤️#mothersday #ducklings #love #mom #happiness #family #runningtofreedom #strausberg #straussee pic.twitter.com/Kx3PBxyuSK",46172176,utapippig,0,hashtag_happiness,9,PM,5,Saturday,spring,0.7579
330,1127328800239443968,2019-05-11,"['#live', '#happiness']",1127328800239443970,5,Real Marsha Wright® | Top 5 Marketing Influencer,1,3,1745,#Live in a Life you are happy with every day! You don't have to take a break from reality because your reality is #happiness!   ❤️ ❤️ ❤️  pic.twitter.com/BC96z07U4W,61608747,marshawright,0,hashtag_happiness,2,PM,5,Saturday,spring,0.6467
331,1127323960255950848,2019-05-11,"['#euopenhouse', '#finland', '#happiness', '#hobbyhorsing', '#babybox', '#sustainability']",1127323960255950848,32,Kirsti Kauppi,0,4,1725,"#EUOpenHouse ⁦@FinnEmbassyDC⁩ was made possible by my fantastic staff & volunteers, some of them here. Great interest for #Finland & ⁦@EUintheUS⁩. We loved to talk about #happiness #hobbyhorsing #babybox #sustainability and so much more. Thank you all for visiting us! pic.twitter.com/2ow0Wjc0RC",1854232374,kirstikauppi,0,hashtag_happiness,6,PM,5,Saturday,spring,0.9581
332,1127305811443769344,2019-05-11,"['#dayinthelife', '#realitycheck', '#saturdaze', '#weekendmood', '#happiness', '#instadaily', '#loml', '#lwaplan', '#lwalifestyle', '#life', '#motivation', '#inspiration', '#healthier']",1127305811443769344,0,Living with Ashley,0,0,1613,EMBRACE THE FUN AND FORGET THE FRANTIC   #dayinthelife #realitycheck #saturdaze #weekendmood #happiness #instadaily #loml #LWAPlan #LwalIfestyle #life #motivation #inspiration #healthier…  https://www.instagram.com/living_withashley/p/BxVdLdwgHKb/?igshid=183wkl1fvo2m2 …,149279002,living_withash,0,hashtag_happiness,13,PM,5,Saturday,spring,0.2023
333,1127294805095010304,2019-05-11,"['#rwlfitties', '#resultswithlucy', '#beachbodyforeverybody', '#beachbodywithlucy', '#health', '#happiness', '#bodyconfidence', '#selflove', '#womenempowerment']",1127294805095010304,0,Results With Lucy,0,0,1530,Don’t underestimate the power of women connecting & supporting each other.  So proud of these incredible #rwlfitties in this photograph ❤💕💪🏼 #resultswithlucy #beachbodyforEVERYBODY #beachbodywithlucy #Health #happiness #bodyconfidence #selflove #womenempowerment pic.twitter.com/K5n0g80uEf,1342488326,resultswithlucy,0,hashtag_happiness,9,PM,5,Saturday,spring,0.624
334,1127287312495333376,2019-05-11,['#happiness'],1127287312495333377,20,Bruce Van Horn,0,12,1500,Do not make your #happiness dependent on specific people behaving in specific ways.  pic.twitter.com/v0aZRnC4tf,57497901,brucevh,0,hashtag_happiness,1,PM,5,Saturday,spring,0.0
335,1127276637211512832,2019-05-11,"['#stevegoaves', '#wellbeing', '#happiness', '#life', '#mentalhealth']",1127276637211512833,160,Andy Cope,4,61,1417,The six best doctors in the world. 1. Sunlight 2. Rest 3. Exercise 4. Diet 5. Self-confidence 6. Friends  #SteveGoaves via @kevhouse1 @actionhappiness #wellbeing #happiness #life @TonyRobbins @BreneBrown @shawnachor #mentalhealth @PsychologiesMag,254613042,beingbrilliant,0,hashtag_happiness,5,PM,5,Saturday,spring,0.8074
336,1127272409508270080,2019-05-11,"['#happiness', '#trust', '#tedx']",1127272409508270083,2,UL,0,1,1401,"""Trust is to #happiness as a muscle is to health. What can we do to strenghten that #trust muscle in all of us?"" asks UL's Christian Anschuetz during a recent #TEDx talk. Watch more at  http://bit.ly/2vnX2vw . pic.twitter.com/jMwHL4HXTh",441247273,uldialogue,0,hashtag_happiness,3,PM,5,Saturday,spring,0.5106
337,1127258345495199744,2019-05-11,"['#wimhof', '#iceman', '#values', '#life', '#happiness', '#strength', '#health', '#mindset', '#wimhofmethod']",1127258345495199750,497,Wim Hof,13,110,1305,"We school our children in history, mathematics, and language, but not in HAPPINESS, STRENGTH, and HEALTH - the most important values of life itself! xX ❄️ 📸: Irene Bel Photography . . . #wimhof #iceman #values #life #happiness #strength #health #mindset #wimhofmethod pic.twitter.com/1OCvXX7GjI",217806990,iceman_hof,0,hashtag_happiness,9,PM,5,Saturday,spring,-0.5633
338,1127241589003378688,2019-05-11,"['#lourvemuseum', '#french', '#monalisa', '#priceless', '#paris', '#art', '#happiness', '#selfiewithmona']",1127241589003378688,1,Lorraine Ziff,0,1,1158,Hanging with the very cool French security guards and MonaLisa😊❤️ #lourvemuseum #french #MonaLisa #priceless #paris #art #happiness #selfiewithmona  https://www.instagram.com/lorraineziff/p/BxU__CQgjcC/?igshid=o1jsapgg1n5o …,416536319,lorraineziff,0,hashtag_happiness,8,AM,5,Saturday,spring,0.6436
339,1127241439841329152,2019-05-11,"['#lourvemuseum', '#french', '#monalisa', '#priceless', '#paris', '#art', '#happiness', '#selfiewithmona']",1127241439841329153,4,Lorraine Ziff,0,2,1157,Hanging with the very cool French security guards and MonaLisa😊❤️ #lourvemuseum #french #MonaLisa #priceless #paris #art #happiness #selfiewithmona pic.twitter.com/98bIHgCWe3,416536319,lorraineziff,0,hashtag_happiness,8,AM,5,Saturday,spring,0.6436
340,1127233169470541824,2019-05-11,"['#love', '#positive', '#happiness', '#success']",1127233169470541829,13,Real Marsha Wright® | Top 5 Marketing Influencer,0,5,1125,Spread the love and spread the good! ❤️❤️❤️❤️❤️ #love #positive #happiness #success pic.twitter.com/zJIencEGnP,61608747,marshawright,0,hashtag_happiness,4,AM,5,Saturday,spring,0.8122
341,1127171682375016448,2019-05-11,"['#db', '#dbacademy', '#coach', '#athlete', '#hardwork', '#hurdler', '#sprinter', '#fastlife', '#fastcar', '#perfectmatch', '#happiness', '#vitaminwell', '#syntechnutrition', '#minicooperjcw']",1127171682375016448,0,Broothaerts Damien,0,0,720,Living life in the fast lane 🤙🏾😁 . . . #db #dbacademy #coach #athlete #hardwork #hurdler #sprinter #fastlife #fastcar #perfectmatch #happiness #vitaminwell #syntechnutrition #minicooperjcw  https://www.instagram.com/p/BxUgMf1H0s8/?utm_source=ig_twitter_share&igshid=1iz7wnfmzr5g …,65302022,broothaertsd,0,hashtag_happiness,14,AM,5,Saturday,spring,0.0
342,1127162432370032640,2019-05-11,"['#europe', '#finland', '#norway', '#denmark', '#netherlands', '#switzerland', '#iceland', '#sweden', '#austria', '#ukraine', '#ireland', '#germany', '#france', '#happiness', '#leadership']",1127162432370032641,32,Tamara McCleary,6,25,644,Visualizing the Happiest Countries in #Europe:  1 #Finland  2 #Norway  3 #Denmark  4 #Netherlands  5 #Switzerland  6 #Iceland  7 #Sweden 8 #Austria  9 #Ukraine 10 #Ireland 11 #Germany 12 #France  https://www.visualcapitalist.com/visualizing-the-happiest-country-on-every-continent/ … via @VisualCap #happiness #leadership pic.twitter.com/SGZJDHHKky,2307675307,tamaramccleary,0,hashtag_happiness,15,AM,5,Saturday,spring,0.6369
343,1127153819601784832,2019-05-11,"['#wellbeing', '#happiness', '#resilience', '#shine', '#positivepsychology', '#3principles', '#life', '#summerreading']",1127153819601784833,22,Andy Cope,3,9,609,For those who are sick and tired of being sick and tired  #Wellbeing #Happiness #Resilience #SHINE #PositivePsychology #3Principles #Life #SummerReading pic.twitter.com/HOuFwNspKX,254613042,beingbrilliant,0,hashtag_happiness,8,AM,5,Saturday,spring,-0.9081
344,1127152710376148992,2019-05-11,"['#stevegoaves', '#wellbeing', '#happiness', '#life']",1127152710376148992,90,Andy Cope,2,21,605,The six best doctors in the world. 1. Sunlight 2. Rest 3. Exercise 4. Diet 5. Self-confidence 6. Friends  #SteveGoaves via @kevhouse1 @actionhappiness @Oprah @EckhartTolle @drchatterjeeuk #wellbeing #happiness #life @karinalyburn,254613042,beingbrilliant,0,hashtag_happiness,4,AM,5,Saturday,spring,0.8074
345,1127121684937498624,2019-05-11,"['#success', '#wealth', '#happiness', '#positive', '#advice']",1127121684937498625,7,Real Marsha Wright® | Top 5 Marketing Influencer,0,2,402,"Let your positive thoughts take over control, away with the negativity! #success #wealth #happiness #positive #advice pic.twitter.com/lhoUEyVt6J",61608747,marshawright,0,hashtag_happiness,5,AM,5,Saturday,spring,0.1511
346,1127083415063470080,2019-05-11,"['#money', '#happiness', '#themoneyshow']",1127083415063470082,1,CapeTalk on 567AM,0,0,130,"Less stuff = more #money (and #happiness), says simple-living Simon Brown.  https://buff.ly/2ujHtY3  #TheMoneyShow",35254866,capetalk,0,hashtag_happiness,3,AM,5,Saturday,spring,0.0
347,1127077560351744000,2019-05-11,"['#relationshipgoals', '#polyamorous', '#polyunicorn', '#capricorn', '#love', '#peace', '#happiness', '#joy', '#truth']",1127077560351744000,0,Ray Edwards Jr,0,0,106,This hit hard on so many levels. #relationshipgoals #polyamorous #polyunicorn #capricorn #love #peace #happiness #joy #truth  https://www.instagram.com/p/BxT1ZEMHVAj/?utm_source=ig_twitter_share&igshid=1d779tjf74xbf …,132316838,ray_edwards,0,hashtag_happiness,9,AM,5,Saturday,spring,-0.1027
348,1127067804421718016,2019-05-11,"['#aamperson', '#mangoes', '#happiness']",1127067804421718016,1,SB,0,0,27,Two haafus for breakfast. ☺️ #AamPerson #Mangoes #Happiness,57277602,semubhatt,0,hashtag_happiness,3,AM,5,Saturday,spring,0.0
349,1127064484852293632,2019-05-11,"['#happiness', '#waterbabies', '#gratitude', '#holiday', '#kohsamui', '#holidayvibes', '#chillin']",1127064484852293632,476,SHILPA SHETTY KUNDRA,10,15,14,Morning holiday workout 😂🥰 Holidays be like .  @samujanavillas  @tatmumbai   #happiness #waterbabies #gratitude #holiday #kohsamui #holidayvibes #chillin  https://www.instagram.com/p/BxTufcEDth9/?utm_source=ig_twitter_share&igshid=1t1kl3xuewziy …,115341081,theshilpashetty,0,hashtag_happiness,7,AM,5,Saturday,spring,0.7783
350,1126980961332281344,2019-05-10,"['#birthdaydinner', '#celebration', '#souffle', '#walkitoff', '#family', '#happiness', '#paris']",1126980961332281344,4,Lorraine Ziff,1,1,1842,Le Souffle for birthday dinner! Every course is a soufflé of some sort! Fun! (I’m going to have to do A LOT of walking after this!) 😊 @azcane12 @ncane12 @larryziff #birthdaydinner #celebration #souffle #walkitoff #family #happiness #paris pic.twitter.com/WsX1yMWtMX,416536319,lorraineziff,0,hashtag_happiness,7,PM,5,Friday,spring,0.6671
351,1126971947810795520,2019-05-10,"['#dreams', '#future', '#health', '#happiness', '#positive', '#business']",1126971947810795521,7,Real Marsha Wright® | Top 5 Marketing Influencer,0,2,1807,"Follow your heart to your #dreams and your future, which direction is it taking you?  ❤️❤️ #future #health #happiness #positive #business pic.twitter.com/8wFUKBKrHs",61608747,marshawright,0,hashtag_happiness,6,PM,5,Friday,spring,0.0
352,1126959116063256576,2019-05-10,"['#success', '#happiness', '#future', '#lifestyle']",1126959116063256576,15,Real Marsha Wright® | Top 5 Marketing Influencer,1,7,1716,"Never settle, find what you really need and what you really want!  #success #happiness #future #lifestyle 🏃🏃🏃 pic.twitter.com/AONINwQVnE",61608747,marshawright,0,hashtag_happiness,4,PM,5,Friday,spring,0.2228
353,1126957406351765504,2019-05-10,"['#logburner', '#ginandtonic', '#fire', '#samcooke', '#nightin', '#alone', '#happiness']",1126957406351765504,0,Jodie Marie,0,1,1709,"Night in alone... Sam Cooke, G&T & a Log Burner 🔥🙏🏼❤ #logburner #ginandtonic #fire #samcooke #nightin #alone #happiness  https://www.instagram.com/p/BxS-wOtlitD/?utm_source=ig_twitter_share&igshid=1veyj2bh7l1k4 …",293587336,jodiemariemusic,0,hashtag_happiness,7,PM,5,Friday,spring,0.0
354,1126946964720029696,2019-05-10,"['#unityindiversity', '#happiness', '#peace', '#earth', '#journeyhome']",1126946964720029697,82,Radhanath Swami,1,17,1627,"There are 7.5 billion people in our world, we are often separated by nationalism, religion, race and ego. Life becomes better when we live with unity in diversity #unityindiversity #happiness #peace #earth #journeyhome  http://bit.ly/2VZCBnp  pic.twitter.com/IqDv4GKb2X",92914986,radhanathswami,0,hashtag_happiness,5,PM,5,Friday,spring,0.4404
355,1126940858794823680,2019-05-10,"['#live', '#love', '#joy', '#peace', '#happiness', '#memories', '#polyamorous', '#poly', '#noboundaries']",1126940858794823680,3,Ray Edwards Jr,0,0,1603,Double tap if you agree. #live #love #joy #peace #happiness #memories #polyamorous #poly #noboundaries  https://www.instagram.com/p/BxS3OBnnpte/?utm_source=ig_twitter_share&igshid=1jsqtzm6iqrn1 …,132316838,ray_edwards,0,hashtag_happiness,9,PM,5,Friday,spring,0.3612
356,1126939967152848896,2019-05-10,"['#happiness', '#themoneyshow']",1126939967152848896,1,CapeTalk on 567AM,0,0,1600,"#Happiness is getting rid of most of your stuff, reckons Simon Brown.  https://buff.ly/2ujHtY3  #TheMoneyShow",35254866,capetalk,0,hashtag_happiness,2,PM,5,Friday,spring,0.0
357,1126938481739960320,2019-05-10,['#happiness'],1126938481739960320,0,William Verity,0,0,1554,"‘ If one could be granted one wish to improve the internal well-being of humanity, then it would be, with a wave of a magic wand, to do away with shame.’ #happiness  https://www.theschooloflife.com/thebookoflife/the-true-cause-of-dread-and-anxiety/ …",44078142,williamverity,0,hashtag_happiness,1,PM,5,Friday,spring,0.765
