,conversation_id,date,hashtags,id,likes_count,name,replies_count,retweets_count,time,tweet,user_id,username,target,tag,num_hashtags,time_of_day,month,day,season,compound
432,1118973742678454272,2019-04-18,"['#stress', '#stresslessweek']",1118973742678454277,0,American Public U,0,0,1625,APUS Student Affairs Liaison & @APUSactiveminds Chapter Co-Advisor Janet Athanasiou shares ways you can relieve #stress during #StressLessWeek http://ow.ly/IwND30otpMy ,135895585,americanpublicu,1,hashtag_stress,2,PM,4,Thursday,spring,0.5719
433,1118942019123126272,2019-04-18,"['#mayomindfulness', '#stress']",1118942019123126273,67,Mayo Clinic,0,28,1419,#MayoMindfulness: Know your triggers for #stress - Stress is a fact of life. And that's OK. You can learn ways to handle it. Here's what you need to know.  https://mayocl.in/2GsWbzU  pic.twitter.com/zE6lnI3uNS,14592723,mayoclinic,1,hashtag_stress,2,PM,4,Thursday,spring,0.0343
434,1118911636109180928,2019-04-18,"['#stress', '#parentingtips']",1118911636109180928,4,Lori Lite,0,1,1218,❀ #Stress Free Tips for Easter Fun  http://bit.ly/eastertip  #parentingtips pic.twitter.com/J8AIl41vBd,68233373,stressfreekids,1,hashtag_stress,2,PM,4,Thursday,spring,0.765
435,1118905832635273216,2019-04-18,['#stress'],1118905832635273217,2,Lori Lite,0,0,1155,Get a Handle on How You React to #Stress  http://bit.ly/glUL5d ,68233373,stressfreekids,1,hashtag_stress,1,AM,4,Thursday,spring,0.0
436,1118900995746983936,2019-04-18,"['#stress', '#adulting']",1118900995746983941,0,107.9 THE LINK!,0,0,1136,Why does work stress you out? #Stress #Adulting https://1079thelink.radio.com/blogs/matt-ramona/biggest-work-stressor-coping-work-stress …,16629520,1079thelink,1,hashtag_stress,2,AM,4,Thursday,spring,-0.4215
437,1118893917808807936,2019-04-18,"['#radiognyp', '#stress']",1118893917808807938,0,93.9 The River,0,0,1107,What is your #1 biggest cause of stress?  #RadioGnyp #Stress  https://bestlifeonline.com/stressed-at-work-study/ …,20544201,939theriver,1,hashtag_stress,2,AM,4,Thursday,spring,-0.4215
438,1118886954685403136,2019-04-18,['#stress'],1118886954685403141,0,CDC Environment,0,3,1040,"People worry about environmental contamination.  It can cause #stress, but there are ways to cope:  http://bit.ly/2hzgQsA  pic.twitter.com/Sdpfr2CnMT",36774033,cdcenvironment,1,hashtag_stress,1,AM,4,Thursday,spring,-0.2382
439,1118870721810391040,2019-04-18,"['#stress', '#examseason']",1118870721810391041,28,Place2Be,0,26,935,"Are you a parent, carer, or teacher?  Are you worried about the #stress of #examseason for a child or young person?  @Place2Be's Principal Educational Psychologist Julia suggests some ways you can support them 👇 @mhtodaymag  https://www.mentalhealthtoday.co.uk/blog/teach-me-well/how-to-support-young-people-during-exam-season-advice-from-an-educational-psychologist … pic.twitter.com/vosjZquAEU",33936030,place2be,1,hashtag_stress,2,AM,4,Thursday,spring,0.2168
440,1118864841119281152,2019-04-18,"['#stress', '#stressawarenessmonth', '#t1d', '#t2d', '#gbdoc', '#selfcare']",1118864841119281152,30,Diabetes.co.uk,2,16,912,"When the body is under #stress, the adrenal glands trigger the release of glucose stored in various organs, which often leads to elevated levels of glucose in the bloodstream.  For more information:  https://bit.ly/2HsS7i5  #StressAwarenessMonth #T1D #T2D #gbdoc #selfcare pic.twitter.com/GTNzpicbEp",23922362,diabetescouk,1,hashtag_stress,6,AM,4,Thursday,spring,0.0
441,1118862995826692096,2019-04-18,"['#stressed', '#team', '#corporateculture', '#stress']",1118862995826692096,18,Harsh Mariwala,2,5,905,"When your team doesn't know what they are working towards, they are bound to get more #stressed and underperform! #Team #CorporateCulture #Stress  http://bit.ly/2Dk8IU6 ",2576142276,hcmariwala,1,hashtag_stress,4,AM,4,Thursday,spring,0.0
442,1118763676557807616,2019-04-18,"['#app', '#stress', '#nhsappslibrary', '#mentalhealth', '#stressmanagement', '#wellbeing', '#stressawarenessmonth']",1118763676557807617,16,NHS England,0,23,230,Could an #app help manage your #stress levels? The #NHSAppsLibrary  has a range of approved #mentalhealth apps that you can trust ➡️  https://www.nhs.uk/apps-library/  #stressmanagement #Wellbeing #StressAwarenessMonth,551426814,nhsengland,1,hashtag_stress,7,AM,4,Thursday,spring,0.8316
443,1118684066977669120,2019-04-17,"['#homeopathic', '#stress', '#sleep', '#stressawarenessmonth']",1118684066977669121,0,Boiron USA,0,0,2114,Discover which #homeopathic medicines can help with #stress & #sleep issues.  http://bit.ly/2Aa1rGr  #StressAwarenessMonth,43492105,boironusa,1,hashtag_stress,4,PM,4,Wednesday,spring,0.4019
444,1118665460537614336,2019-04-17,"['#stress', '#heart']",1118665460537614336,0,BCMHouston,1,0,2000,"Stress from a rough patch in life or a traumatic event could have an impact not only on your mood, but also on your heart. Dr. Salim Virani explains.  https://bit.ly/2XglsTs  #stress #heart",34299110,bcmhouston,1,hashtag_stress,2,PM,4,Wednesday,spring,-0.5023
445,1118650346543435776,2019-04-17,['#stress'],1118650346543435778,11,University of Michigan,0,3,1900,It’s no secret that #stress can be harmful to your health. There are many techniques to help you manage stress and live a more balanced life. @UMichMedicine experts encourage you to find one that works for you.  http://myumi.ch/aVrxD  pic.twitter.com/bVfCww8AWY,88836132,umich,1,hashtag_stress,1,PM,4,Wednesday,spring,0.25
446,1118620238734614528,2019-04-17,['#stress'],1118620238734614530,0,Philip Stein,0,0,1700,What do you wish to accomplish today? Having clear goals and laying plans to achieve them is also part of our wellbeing. Less #stress!  pic.twitter.com/uUruB1rmZb,87805758,philipstein,1,hashtag_stress,1,PM,4,Wednesday,spring,0.8122
447,1118602485835476992,2019-04-17,"['#stress', '#cancer', '#nationalstressawarenessmonth']",1118602485835476994,5,Cancer and Careers,0,4,1549,Want to learn effective ways to reduce your #stress levels at work after #cancer? Then make sure to register for our webinar on 5/8! For more info & to register:  https://bit.ly/2zHIB7l  #NationalStressAwarenessMonth,23609996,cancerandcareer,1,hashtag_stress,3,PM,4,Wednesday,spring,0.7177
448,1118596264491462656,2019-04-17,"['#stress', '#stresslessweek', '#wednesdaywisdom']",1118596264491462656,1,American Military U,0,1,1525,APUS Student Affairs Liaison & @APUSactiveminds Chapter Co-Advisor Janet Athanasiou shares ways you can relieve #stress during #StressLessWeek  http://ow.ly/xHPD30osG8L  #WednesdayWisdom,131281000,americanmilu,1,hashtag_stress,3,PM,4,Wednesday,spring,0.5719
449,1118575172292947968,2019-04-17,"['#stress', '#anxiety', '#habit']",1118575172292947971,23,Natasha Devon MBE,1,8,1401,I’ve teamed up with my brilliant colleague/wonderful friend @ShahrooIzadi to create a workshop all about #stress & #anxiety management & #habit change for @mbsfestival on Sunday 26th May. You can buy tickets here ➡️  https://www.mindbodyspirit.co.uk/london/workshop/natasha-devon-shahroo-izadi/anxiety-stress-and-habit-change … pic.twitter.com/A6GIt90eua,222725144,_natashadevon,1,hashtag_stress,3,PM,4,Wednesday,spring,0.8442
450,1118553962553204736,2019-04-17,"['#breathing', '#stress']",1118553962553204736,0,Joselin Mane,0,1,1237,Did you know diaphragmatic #breathing can reduce #stress and anxiety? Discover the science behind diaphragm breathing! -  https://josel.in/2XkjIbE  - @SelfHelpHealing,7871702,joselinmane,1,hashtag_stress,2,PM,4,Wednesday,spring,-0.2481
451,1118553959088578560,2019-04-17,"['#easterweekend', '#stress', '#mentalhealth', '#londonresident', '#stressinthecity', '#wellnesswednesday']",1118553959088578560,0,The Resident,0,0,1237,Why not take sometime this #EasterWeekend to get to grips with your #stress levels? Follow these 7 tried-and-tested tips from a #MentalHealth expert >>>  https://www.theresident.co.uk/lifestyle-london/how-to-lower-stress-mental-health-campaigner-rachel-kelly/ … #LondonResident #StressInTheCity #WellnessWednesday pic.twitter.com/zFx16NR6Lx,63086520,theresidentmag,1,hashtag_stress,6,PM,4,Wednesday,spring,0.0
452,1118547829113405440,2019-04-17,"['#lizards', '#stress']",1118547829113405442,12,Phys.org,1,6,1212,Features that make #lizards sexy are resilient to #stress @penn_state @SciReports https://phys.org/news/2019-04-features-lizards-sexy-resilient-stress.html …,17248121,physorg_com,1,hashtag_stress,2,PM,4,Wednesday,spring,0.5267
453,1118545949402521600,2019-04-17,"['#stress', '#interviewtips', '#fear', '#jobsearchadvice', '#bedsjobs']",1118545949402521601,0,JCP in Bedfordshire,0,0,1205,If you get paralyzed with nerves before and during an interview then read this article on - 'How to deal with stress in an Interview' from  http://reed.co.uk   http://ow.ly/8zle30mx7LB  #Stress #InterviewTips #Fear #JobsearchAdvice #BedsJobs pic.twitter.com/idV8DTzYBs,320742347,jcpinbeds,1,hashtag_stress,5,PM,4,Wednesday,spring,-0.4939
454,1118530063203540992,2019-04-17,['#stress'],1118530063203540992,17,Upwork,2,3,1102,"Tight deadlines. Increasing demands. Rising expectations. Success can be great, but it’s not without #stress.  Practice these 5 key behaviors to make yourself resilient in times of crisis ➡️ @MelodyWilding @qz  https://buff.ly/2GjacA4  pic.twitter.com/tGmgYAhUvY",15225375,upwork,1,hashtag_stress,1,AM,4,Wednesday,spring,-0.4118
455,1118513447002628096,2019-04-17,"['#depression', '#anxiety', '#stress', '#gameofthrones']",1118513447002628096,4,Michael King,0,0,956,"I know first-hand -- #Depression, #Anxiety and #Stress are no joke. If you are suffering like @SophieT has, you are NOT ALONE. Please, don't suffer in silence. Help is out there.  https://www.huffingtonpost.co.uk/entry/sophie-turner-game-of-thrones-depression_uk_5cb6f90be4b0ffefe3b9a651 … #GameOfThrones pic.twitter.com/JpN7eBV55M",14088487,mhking,1,hashtag_stress,4,AM,4,Wednesday,spring,0.6452
456,1118511663215521792,2019-04-17,"['#stressawarenessmonth', '#stress', '#worries']",1118511663215521792,3,Anna Williamson,0,1,948,It’s #stressawarenessmonth (it should be every month huh 🤯) I have a dedicated chapter to #stress and #worries in my book for 9-14 year olds HOW NOT TO LOSE IT: MENTAL HEALTH SORTED…  https://www.instagram.com/p/BwW-DrdlMaD/?utm_source=ig_twitter_share&igshid=1owxgxjb7a924 …,266499433,awilliamsontv,1,hashtag_stress,3,AM,4,Wednesday,spring,0.7004
457,1118484359487660032,2019-04-17,"['#stressawarenessmonth', '#stress', '#mentalhealthatwork']",1118484359487660032,3,UKCP,0,1,800,Do your employees seem stressed? We spoke to UKCP psychotherapist Sherylin Thompson to find out what signs to look out for #StressAwarenessMonth. Watch the video here:  http://ow.ly/XWQ330osfGK  #Stress #MentalHealthAtWork,183236010,ukcp_updates,1,hashtag_stress,3,AM,4,Wednesday,spring,-0.34
458,1118418819100356608,2019-04-17,"['#stressawarenessmonth', '#stress', '#worries', '#hownottoloseit']",1118418819100356608,4,Scholastic UK,0,2,340,April is #StressAwarenessMonth so here's a little excerpt from the dedicated chapter on how to deal with #stress and #worries in #HowNotToLoseIt.   @awilliamsonTV's new book is filled with practical advice on all of the key issues affecting children today pic.twitter.com/nqtl9zHvWp,16094211,scholasticuk,1,hashtag_stress,4,AM,4,Wednesday,spring,0.4588
459,1118363510407344128,2019-04-17,"['#relaxation', '#relax', '#stress']",1118363510407344128,2,Loren Ridinger,0,1,0,"Today, I invite you to try this ancient Japanese method to help with relaxation when you're in the middle of a stressful moment.  http://ow.ly/AOCA50qz68J  #relaxation #relax #stress",34892616,lorenridinger,1,hashtag_stress,3,AM,4,Wednesday,spring,0.5267
460,1118303312892317696,2019-04-16,"['#nih', '#stress', '#hormones', '#heart', '#heartattack']",1118303312892317696,2,NIH Intramural,0,1,2001,"Researchers at the #NIH @NIEHS have discovered that two proteins that bind to #stress #hormones work together to maintain a healthy #heart in mice, a finding that may lead to treatments designed to prevent a #heartattack in high-risk individuals.  https://irp.nih.gov/news-and-events/in-the-news/healthy-hearts-need-two-proteins-working-together … pic.twitter.com/CHC0rdOxOY",282741996,irpatnih,1,hashtag_stress,5,PM,4,Tuesday,spring,0.4215
461,1118287274708545536,2019-04-16,['#stress'],1118287274708545538,72,Season of Ghosts,9,7,1857,"You can't have emotion without motion! I'd forgotten that. What is the one thing that helps you overcome #stress? It can be a thought, activity, anything 🐇  pic.twitter.com/JNSPIKVTf5",63571061,sophia_sog,1,hashtag_stress,1,PM,4,Tuesday,spring,0.5511
462,1118276388790968320,2019-04-16,"['#anxiety', '#stress']",1118276388790968320,1,Stylist Magazine,0,2,1814,Could embracing negativity be the best cure for stress and anxiety?  https://buff.ly/2GqfSZ9  #anxiety #stress  pic.twitter.com/ohUcXQCs6F,54203238,stylistmagazine,1,hashtag_stress,2,PM,4,Tuesday,spring,-0.3818
463,1118237373752586240,2019-04-16,"['#overworked', '#homeopathic', '#fatigue', '#stress']",1118237373752586243,2,Boiron USA,4,1,1539,Exhausted and #overworked? There are a variety of #homeopathic medicines that can help get you back on track!  https://bit.ly/2QH4mLb  #fatigue #stress,43492105,boironusa,1,hashtag_stress,4,PM,4,Tuesday,spring,0.126
464,1118235159957049344,2019-04-16,"['#innerengineering', '#sadhguruinphilly', '#meditation', '#yoga', '#mindfulness', '#stress', '#fitness', '#happiness', '#mondbody']",1118235159957049344,44,Isha USA,0,32,1530,REGISTRATION CLOSING APR 22  #InnerEngineering with #SadhguruInPhilly Apr.27-28 –  http://bit.ly/2UFAi93   The only course with @Sadhguru on the East Coast in 2019   #Meditation #Yoga #Mindfulness #Stress #Fitness #Happiness #MondBody pic.twitter.com/AUZXtUAACl,450083100,ishausa,1,hashtag_stress,9,PM,4,Tuesday,spring,0.0
465,1118227839340429312,2019-04-16,['#stress'],1118232689511927808,1,Collette Walsh,1,0,1520,I’m in Barcelona Ged ... not at the stadium (!) but Irish pub ... #stress 😳😫,46241041,collettewalsh,1,hashtag_stress,1,PM,4,Tuesday,spring,0.0
466,1118230005866045440,2019-04-16,"['#nationalstressawarenessday', '#vietnamveteran', '#stress']",1118230005866045440,3,WashingtonDCVAMC,0,1,1509,Today is #NationalStressAwarenessDay. #VietnamVeteran Martin Hailey knits for #stress relief.  “It requires a concentration and focus; the repetitive patterns are soothing.”  What do you do for stress relief#?  pic.twitter.com/WFyPrGhGXF,133359053,dcvamc,1,hashtag_stress,3,PM,4,Tuesday,spring,-0.1779
467,1118229418277732352,2019-04-16,"['#stress', '#sodiumnitrate', '#shingles']",1118229418277732355,1,Joe Stradinger,0,0,1507,"Housecall: Alcohol @MayoClinic -- risks, benefits and why moderation is key #Stress #SodiumNitrate #Shingles http://soundboard.works/txxx4e ",99114352,joeoptions,1,hashtag_stress,3,PM,4,Tuesday,spring,0.128
468,1118228181331451904,2019-04-16,['#stress'],1118228181331451906,4,Derbyshire CC,0,2,1502,Being able to recognise the signs of #stress is an important step in starting to deal with it. The NHS Moodzone has a quick quiz to help you get to the bottom of how you're feeling:  https://crowd.in/SzzESO  pic.twitter.com/bJiO9TCt1N,22760568,derbyshirecc,1,hashtag_stress,1,PM,4,Tuesday,spring,0.6124
469,1118223812317806592,2019-04-16,"['#stressawarenessday', '#teachers', '#stress']",1118223812317806597,9,No Bully,0,3,1445,Today's National #StressAwarenessDay. We want to honor our #teachers and thank them for their work and dedication. Here is a great article from Scholastic on ways to reduce #stress in and outside of the classroom.  http://bit.ly/2Z7VMdv  pic.twitter.com/2snz2wLk4z,2828577618,nobully_org,1,hashtag_stress,3,PM,4,Tuesday,spring,0.8779
470,1118223796706656256,2019-04-16,['#stress'],1118223796706656256,1,NEI,0,4,1445,"It’s National Stress Awareness Month! You can’t always avoid #stress, but you can take steps to manage it. Get the facts:  https://healthfinder.gov/healthtopics/population/men/mental-health-and-relationships/manage-stress#the-basics_1 …",637013783,nateyeinstitute,1,hashtag_stress,1,PM,4,Tuesday,spring,-0.4199
471,1118211227484938240,2019-04-16,"['#anxiety', '#stress', '#studytips', '#student']",1118211227484938241,0,AIU Online,0,0,1355,Stress can impact your health. Try these proactive steps on how to manage the pressure and promote rest and productivity:  http://bit.ly/aiu-stress-tip-blog … #anxiety #stress #studytips #student,76380201,aiuniv,1,hashtag_stress,4,PM,4,Tuesday,spring,0.1027
472,1118208692116238336,2019-04-16,"['#stress', '#anxiety', '#work']",1118208692116238339,5,Stylist Magazine,0,0,1345,"“It’s no longer enough to simply try and improve your skills at work/fitness/meditation/sex/sleep. You should be improving your self-improvement, too...”  https://buff.ly/2GqfSZ9  #stress #anxiety #work pic.twitter.com/pJdJyJtQSa",54203238,stylistmagazine,1,hashtag_stress,3,PM,4,Tuesday,spring,0.5423
473,1118203937935507456,2019-04-16,"['#stressawarenessday', '#ariannahuffington', '#stressawareness', '#stress', '#tuesdaythought']",1118203937935507458,10,Investing.com,0,2,1326,#StressAwarenessDay serves as an important reminder to all of us to take care our ourselves. 🧘  Arianna Huffington sums up how important human capital is in this nice quote. Give it some thought.  #AriannaHuffington #stressawareness #stress #tuesdaythought pic.twitter.com/e8KgeZebU7,988955288,investingcom,1,hashtag_stress,5,PM,4,Tuesday,spring,0.8422
474,1118190820333621248,2019-04-16,"['#stress', '#eczema', '#stressawarenessday']",1118190820333621248,7,AAD,0,4,1234,Research shows that managing #stress can reduce #eczema flares. Here are some ways you can help your child better cope with stress:  https://bit.ly/2X7ONQ3  #StressAwarenessDay pic.twitter.com/1lUbosTcv9,319094338,aadskin,1,hashtag_stress,3,PM,4,Tuesday,spring,0.4215
475,1118189844910551040,2019-04-16,"['#stress', '#nationalstressawarenessday']",1118189844910551042,7,Tufts University,0,3,1230,Ever wonder how #stress affects us? Tufts neuroscientist Jamie Maguire explains. #NationalStressAwarenessDay https://tuft.su/2ZgXAkw ,15168790,tuftsuniversity,1,hashtag_stress,2,PM,4,Tuesday,spring,0.0
476,1118186875011903488,2019-04-16,['#stress'],1118186875011903488,5,Cleis Press,0,2,1218,"You may have heard that sex and orgasms reduce #stress, but how exactly? Find out from @GigiEngle on @brides http://ow.ly/pqIR50qsjoJ ",62860939,cleispress,1,hashtag_stress,1,PM,4,Tuesday,spring,0.0
477,1118183630361255936,2019-04-16,"['#interview', '#stress', '#interviewtips', '#fear', '#jobsearchadvice', '#oxjobs']",1118183630361255938,0,JCP in Oxfordshire,0,0,1205,If you get paralyzed with nerves before and during an interview then read this article on - 'How to deal with stress in an #Interview'  from  http://reed.co.uk   http://ow.ly/8zle30mx7LB  #Stress #InterviewTips #Fear #JobsearchAdvice #OxJobs pic.twitter.com/KrIeuCxuvg,569931776,jcpinoxford,1,hashtag_stress,6,PM,4,Tuesday,spring,-0.4939
478,1118183172120961024,2019-04-16,['#stress'],1118183172120961026,0,Atlanta & Company,0,0,1203,STRESSED?! 🤯 @StressTherapy is sharing ways to eliminate that #stress... NOW on @11Alive! pic.twitter.com/R3ZtVoqoC9,30077514,atlandco,1,hashtag_stress,1,PM,4,Tuesday,spring,0.5242
479,1118178275732230144,2019-04-16,"['#stressawarenessday', '#stress']",1118178275732230144,4,Su Ring,0,0,1144,"Today is officially #StressAwarenessDay, but for those who battle #stress every day, it's Tuesday. Keep going. 💜  pic.twitter.com/NFRWf9YnCp",111354788,motley_su,1,hashtag_stress,2,AM,4,Tuesday,spring,-0.5267
480,1118170948723777536,2019-04-16,"['#stressawarenessday', '#stress', '#mentalhealthmatters', '#mentalhealth']",1118170948723777536,6,ISA Interchange,0,5,1115,"Today is #StressAwarenessDay   Engineers & techs in all disciplines often encounter stressful situations & this can take a serious toll on both your physical and mental health. If you need help, reach out to resources in your area!  #stress #mentalhealthmatters #mentalhealth pic.twitter.com/xAtzqmLrIS",316655537,isa_interchange,1,hashtag_stress,4,AM,4,Tuesday,spring,-0.2714
481,1118168474772279296,2019-04-16,"['#stress', '#stressawarenessmonth']",1118168474772279299,1,nycHealthy,0,1,1105,"There are many ways to cope with #stress, and your way to cope may be different than someone else's. Try meditation or other gentle exercises to clear the mind:  https://on.nyc.gov/2UFqyM8  #StressAwarenessMonth pic.twitter.com/JHCsGXL1Dd",17997467,nychealthy,1,hashtag_stress,2,AM,4,Tuesday,spring,0.6705
482,1118168423752769536,2019-04-16,"['#help', '#veterans', '#stress', '#healthcare', '#nationalstressawarenessday']",1118168423752769538,10,VA Careers,0,6,1105,"Greater understanding and awareness of PTSD will #help #Veterans and others recognize #stress symptoms, and seek and obtain needed #healthcare.” —Dr. Schnurr, @VA_PTSD_Info Executive   You can make a difference! #NationalStressAwarenessDay  https://www.ptsd.va.gov/understand/awareness/about_awareness.asp … pic.twitter.com/rtDcP6g2ge",64808610,vacareers,1,hashtag_stress,5,AM,4,Tuesday,spring,0.4199
483,1118167244670947328,2019-04-16,"['#stress', '#nationalhumormonth', '#stressawarenessmonth']",1118167244670947330,2,AfterDeployment,0,0,1100,A good laugh is a great way to relieve #stress! #NationalHumorMonth #StressAwarenessMonth pic.twitter.com/M2ItfsiklE,77279578,afterdeployment,1,hashtag_stress,3,AM,4,Tuesday,spring,0.9245
484,1118161617676533760,2019-04-16,"['#dyk', '#stress', '#stressawarenessmonth']",1118161617676533760,5,Notre Dame Research,0,2,1037,#DYK Over 75% of Americans experience physical symptoms caused by stress? Learn about #stress and its affect on how we age:  https://research.nd.edu/news/how-does-stress-affect-how-we-age … #StressAwarenessMonth pic.twitter.com/NgmllvCy8H,2693267988,undresearch,1,hashtag_stress,3,AM,4,Tuesday,spring,-0.4215
485,1118140122694860800,2019-04-16,['#stress'],1118140122694860801,6,Arab News,0,2,912,"OP-ED: Chronic #stress meant I missed the signs that I had a tennis-ball sized tumor pressing against my brain. We must learn to pace ourselves, listen to our bodies and find ways to manage our stress levels, writes @maria_hanif  http://bit.ly/2UlOIGx  pic.twitter.com/m8Cy9VBmo5",69172612,arabnews,1,hashtag_stress,1,AM,4,Tuesday,spring,-0.765
486,1118130594922287104,2019-04-16,"['#stress', '#stressawarenessday', '#mentalhealthmatters']",1118130594922287104,3,CityofGlasgowCollege,0,1,834,"Our Preparing for Success - Coping with Stress workshops will be held tomorrow and on 18th, 24th and 25th of April at 4pm-5pm. If you're struggling to handle and cope with #stress, book your place on My City 👉  https://bit.ly/2v7CpDv  #StressAwarenessDay #MentalHealthMatters https://twitter.com/COGCWellbeing/status/1118122228779048962 …",221385873,cofgcollege,1,hashtag_stress,3,AM,4,Tuesday,spring,-0.2263
487,1118125709094989824,2019-04-16,"['#money', '#stress', '#stressawareness']",1118125709094989831,9,ItPaysToKnow,1,6,815,Stressed about #money 💸? You're not alone. According to @OfficialFPCan 41% of Canadians rank money as their greatest source of #stress. Take charge of your finances with our tools ⚡️🔨:  http://ow.ly/hKLM50q0tXm  #StressAwareness pic.twitter.com/aWJ9tNflaF,281120082,fcacan,1,hashtag_stress,3,AM,4,Tuesday,spring,0.5484
488,1118109606402764800,2019-04-16,"['#stressawarenessday', '#stress', '#women', '#stressawarenessmonth']",1118109606402764800,0,F1000Prime,0,0,711,"On #stressawarenessday check out this review from Oliver Wolf @ruhrunibochum: ""The authors investigate the impact of acute psychosocial #stress on pro-social behaviour in #women.""  https://f1000.com/prime/734056298  #StressAwarenessMonth pic.twitter.com/SXTOR9IQtf",19256096,f1000prime,1,hashtag_stress,4,AM,4,Tuesday,spring,0.0
489,1118075891370926080,2019-04-16,"['#healthandsafety', '#stress', '#presenteeism', '#sicknessabsence', '#mentalhealth', '#leaveism']",1118075891370926080,4,Health+SafetyatWork,0,4,457,"CIPD links rising stress, presenteeism and ‘leaveism’ to poor management:  http://healthandsafetyatwork.com/news-and-prosecution/cipd-links-rising-stress-presenteeism-and-leaveism-to-poor-management … #healthandsafety #stress #presenteeism #sicknessabsence #mentalhealth #leaveism @CIPD @SimplyhealthUK pic.twitter.com/ZdlbzFL2sB",15631288,healthandsafety,1,hashtag_stress,6,AM,4,Tuesday,spring,-0.7096
490,1118071998696099840,2019-04-16,"['#utmattningssyndrom', '#burnout', '#stress', '#sjukskriven']",1118071998696099840,6,Maddy Savage,1,3,441,Are you a millennial living in Sweden who's taken time off work for burnout? Would you like to share your story for a new video series for @BBC? Follow me or email maddy.savage@bbc.co.uk for more information #utmattningssyndrom #burnout #stress #sjukskriven pic.twitter.com/EOlLyqoTnH,20555800,maddysavage,1,hashtag_stress,4,AM,4,Tuesday,spring,0.6199
491,1118062773198643200,2019-04-16,"['#interview', '#stress', '#interviewtips', '#fear', '#jobsearchadvice', '#hertsjobs']",1118062773198643201,0,JCP in Herts,0,0,405,If you get paralyzed with nerves before and during an interview then read this article on - 'How to deal with stress in an #Interview' from  http://reed.co.uk   http://ow.ly/8zle30mx7LB  #Stress #InterviewTips #Fear #JobsearchAdvice #HertsJobs pic.twitter.com/h7QUBcfRoT,320679412,jcpinherts,1,hashtag_stress,6,AM,4,Tuesday,spring,-0.4939
492,1118062533221310464,2019-04-16,"['#stress', '#health', '#healthyliving']",1118062533221310465,0,Boldsky,0,0,404,"Rolfing Can Improve Posture, Reduce Stress And Relieve Chronic Pain  #stress #health #healthyliving https://www.boldsky.com/health/disorders-cure/2019/what-is-rolfing-benefits-and-side-effects-128053.html …",40193294,boldsky,1,hashtag_stress,3,AM,4,Tuesday,spring,-0.1779
493,1118061659849936896,2019-04-16,"['#stress', '#stresscontainer', '#mentalhealth', '#addressyourstress', '#stressawarenessmonth']",1118061659849936896,47,Mental Health First Aid England,0,42,400,#Stress is common and we all manage it differently. Our interactive #StressContainer tool has some tips to help prevent it from getting too much and impacting your #MentalHealth:  https://mhfaengland.org/stress-container-resource-download … #AddressYourStress #StressAwarenessMonth pic.twitter.com/nbOOzpxn98,114488533,mhfaengland,1,hashtag_stress,5,AM,4,Tuesday,spring,0.4215
494,1118060793570918400,2019-04-16,"['#stressawareday', '#stress', '#stressawarenessmonth', '#tuesdaythoughts', '#tuesdaymorning']",1118060793570918400,2,F1000Research,0,1,357,On #Stressawareday check out this research which explores the relationship between work-related #stress and the job commitment of nursing staff 👉  https://f1000research.com/articles/7-218/v1 … #StressAwarenessMonth #TuesdayThoughts #TuesdayMorning pic.twitter.com/YGhOMUPFhq,59126394,f1000research,1,hashtag_stress,5,AM,4,Tuesday,spring,0.3818
495,1118033900087934976,2019-04-16,"['#energy', '#happiness', '#health', '#stress']",1118033900087934976,0,Emma Bradley,0,0,210,"""Therefore, it goes to show that your current job and career will be taking-up a huge part of your life, and is obviously going to impact it, one way or another.""  https://www.emmaand3.com/take-charge-of-every-area-in-life-self-care-through-control/?utm_campaign=take-charge-of-every-area-in-life-self-care-through-control&utm_medium=social_link&utm_source=missinglettr … #Energy #Happiness #Health #Stress  pic.twitter.com/owZG79UoYy",138684986,emmaand3,1,hashtag_stress,4,AM,4,Tuesday,spring,0.3182
496,1118018752023539712,2019-04-16,"['#voyager', '#adventures', '#stress', '#life', '#richmanley', '#traveller', '#magician', '#scuba']",1118018752023539712,3,UttarPradesh.ORG News,1,2,110,A #Voyager who is expanding his limits with new #adventures to free his mind from other #stress of the #life- #RichManley @Rich_Manley #Traveller #magician #scuba https://www.uttarpradesh.org/entertainment/a-voyager-who-is-expanding-his-limits-with-new-adventures-rich-manley-259551 …,3347588774,weuttarpradesh,1,hashtag_stress,8,AM,4,Tuesday,spring,0.5106
497,1118001141885952000,2019-04-16,"['#stress', '#stressawarenessday', '#taxes']",1118001141885952000,4,Loren Ridinger,0,0,0,Are you stressed post taxes? Learn how to relax today on Stress Awareness Day #stress #stressawarenessday #taxes,34892616,lorenridinger,1,hashtag_stress,3,AM,4,Tuesday,spring,-0.3182
498,1117940420674314240,2019-04-15,['#stress'],1117940420674314240,2,Korn Ferry,0,1,1959,Up to one-third of U.S. workers report high levels of #stress at work. Are you one of them?  https://krnfy.bz/2IwUWkH  pic.twitter.com/kJWio9gQw1,29489300,korn_ferry,1,hashtag_stress,1,PM,4,Monday,spring,0.0
